candidate_after_compatibility,canonical_similarity,case_id,compatibility_reason,cosine_similarity,final_prediction,generated_id,generated_label,generated_normalized,generated_representation,operation_compatible,operation_similarity,operation_threshold,operation_threshold_pass,pair_id,reference_id,reference_label,reference_normalized,reference_representation,selection_stage,semantic_candidate,semantic_similarity,topology_evidence,unresolved_ambiguity,unresolved_candidate_pairs,unresolved_component_id,unresolved_generated_nodes,unresolved_reason,unresolved_reference_nodes
False,0.2891191840171814,2-1,no_declared_conflict_unclassified_operation,0.2891191840171814,False,n10,determine counter measures,determine counter measures,"{""canonical_label"": ""determine counter measures"", ""canonical_operation"": ""determine"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""counter measures"", ""operation_resolved"": true, ""original_normalized_label"": ""determine counter measures"", ""original_root"": ""determine"", ""root_lemma"": ""determine"", ""root_pos"": ""VERB""}",True,0.33447909355163574,,,2-1:2120553610:n10,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.2891191840171814,,False,[],,[],,[]
False,0.19076961278915405,2-1,no_declared_conflict_unclassified_operation,0.20692190527915955,False,n11,send report to customer service,send report to customer service,"{""canonical_label"": ""send report customer service"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""report customer service"", ""operation_resolved"": true, ""original_normalized_label"": ""send report to customer service"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",True,0.1915884017944336,,,2-1:2120553610:n11,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.20692190527915955,,False,[],,[],,[]
False,0.21466678380966187,2-1,no_declared_conflict_unclassified_operation,0.2068898230791092,False,n12,send report to customer,send report to customer,"{""canonical_label"": ""send report"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""send report to customer"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",True,0.1915884017944336,,,2-1:2120553610:n12,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.21466678380966187,,False,[],,[],,[]
False,-0.019466478377580643,2-1,no_declared_conflict_unclassified_operation,0.01687353476881981,False,n13,report rebate to billing collections,report rebate to billing collections,"{""canonical_label"": ""rebate billing collections"", ""canonical_operation"": ""rebate"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""billing collections"", ""operation_resolved"": true, ""original_normalized_label"": ""report rebate to billing collections"", ""original_root"": ""rebate"", ""root_lemma"": ""rebate"", ""root_pos"": ""VERB""}",True,0.11842366307973862,,,2-1:2120553610:n13,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.01687353476881981,,False,[],,[],,[]
False,0.23210600018501282,2-1,no_declared_conflict_unclassified_operation,0.3463901877403259,False,n17,link to extra problem fix process,link to extra problem fix process,"{""canonical_label"": ""link extra problem fix process"", ""canonical_operation"": ""link"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""extra problem fix process"", ""operation_resolved"": true, ""original_normalized_label"": ""link to extra problem fix process"", ""original_root"": ""link"", ""root_lemma"": ""link"", ""root_pos"": ""VERB""}",True,0.1921425461769104,,,2-1:2120553610:n17,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.3463901877403259,,False,[],,[],,[]
False,0.32056546211242676,2-1,no_declared_conflict_unclassified_operation,0.3281409442424774,False,n2,send problem parameters to customer service,send problem parameters to customer service,"{""canonical_label"": ""send problem parameters"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem parameters"", ""operation_resolved"": true, ""original_normalized_label"": ""send problem parameters to customer service"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",True,0.1915884017944336,,,2-1:2120553610:n2,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.3281409442424774,,False,[],,[],,[]
False,0.24415861070156097,2-1,no_declared_conflict_unclassified_operation,0.23317359387874603,False,n20,re prioritize counter measures,re prioritize counter measures,"{""canonical_label"": ""prioritize counter measures"", ""canonical_operation"": ""prioritize"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""counter measures"", ""operation_resolved"": true, ""original_normalized_label"": ""re prioritize counter measures"", ""original_root"": ""prioritize"", ""root_lemma"": ""prioritize"", ""root_pos"": ""VERB""}",True,0.24576318264007568,,,2-1:2120553610:n20,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.24415861070156097,,False,[],,[],,[]
True,0.6973447203636169,2-1,no_declared_conflict_unclassified_operation,0.6973447203636169,False,n23,analyze problem,analyze problem,"{""canonical_label"": ""analyze problem"", ""canonical_operation"": ""analyze"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem"", ""operation_resolved"": true, ""original_normalized_label"": ""analyze problem"", ""original_root"": ""analyze"", ""root_lemma"": ""analyze"", ""root_pos"": ""VERB""}",True,0.27422329783439636,,,2-1:2120553610:n23,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,True,0.6973447203636169,,True,"[""2-1:2120553590:n24"", ""2-1:2120553590:n28"", ""2-1:2120553606:n23"", ""2-1:2120553606:n27"", ""2-1:2120553610:n23"", ""2-1:2120553610:n27"", ""2-1:2120553632:n23"", ""2-1:2120553632:n24"", ""2-1:2120553632:n27"", ""2-1:2120553632:n28"", ""2-1:2120553642:n23"", ""2-1:2120553642:n24"", ""2-1:2120553642:n27"", ""2-1:2120553642:n28"", ""2-1:2120553653:n24"", ""2-1:2120553653:n28"", ""2-1:2120553794:n24"", ""2-1:2120553794:n28""]",2-1:assignment-unresolved-1,"[""n23"", ""n24"", ""n27"", ""n28""]",multiple_numerically_equivalent_optimal_assignments,"[""2120553590"", ""2120553606"", ""2120553610"", ""2120553632"", ""2120553642"", ""2120553653"", ""2120553794""]"
False,0.43134599924087524,2-1,no_declared_conflict_unclassified_operation,0.43134599924087524,False,n24,create trouble report,create trouble report,"{""canonical_label"": ""create trouble report"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""trouble report"", ""operation_resolved"": true, ""original_normalized_label"": ""create trouble report"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.29595595598220825,,,2-1:2120553610:n24,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.43134599924087524,,False,[],,[],,[]
False,0.18979665637016296,2-1,no_declared_conflict_unclassified_operation,0.1555056869983673,False,n25,send report to resource provisioning,send report to resource provisioning,"{""canonical_label"": ""send report provisioning"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""report provisioning"", ""operation_resolved"": true, ""original_normalized_label"": ""send report to resource provisioning"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",True,0.1915884017944336,,,2-1:2120553610:n25,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.18979665637016296,,False,[],,[],,[]
True,0.6973447203636169,2-1,no_declared_conflict_unclassified_operation,0.6973447203636169,False,n27,analyze problem,analyze problem,"{""canonical_label"": ""analyze problem"", ""canonical_operation"": ""analyze"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem"", ""operation_resolved"": true, ""original_normalized_label"": ""analyze problem"", ""original_root"": ""analyze"", ""root_lemma"": ""analyze"", ""root_pos"": ""VERB""}",True,0.27422329783439636,,,2-1:2120553610:n27,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,True,0.6973447203636169,,True,"[""2-1:2120553590:n24"", ""2-1:2120553590:n28"", ""2-1:2120553606:n23"", ""2-1:2120553606:n27"", ""2-1:2120553610:n23"", ""2-1:2120553610:n27"", ""2-1:2120553632:n23"", ""2-1:2120553632:n24"", ""2-1:2120553632:n27"", ""2-1:2120553632:n28"", ""2-1:2120553642:n23"", ""2-1:2120553642:n24"", ""2-1:2120553642:n27"", ""2-1:2120553642:n28"", ""2-1:2120553653:n24"", ""2-1:2120553653:n28"", ""2-1:2120553794:n24"", ""2-1:2120553794:n28""]",2-1:assignment-unresolved-1,"[""n23"", ""n24"", ""n27"", ""n28""]",multiple_numerically_equivalent_optimal_assignments,"[""2120553590"", ""2120553606"", ""2120553610"", ""2120553632"", ""2120553642"", ""2120553653"", ""2120553794""]"
False,0.43134599924087524,2-1,no_declared_conflict_unclassified_operation,0.43134599924087524,False,n28,create trouble report,create trouble report,"{""canonical_label"": ""create trouble report"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""trouble report"", ""operation_resolved"": true, ""original_normalized_label"": ""create trouble report"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.29595595598220825,,,2-1:2120553610:n28,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.43134599924087524,,False,[],,[],,[]
False,0.07633153349161148,2-1,no_declared_conflict_unclassified_operation,0.07633153349161148,False,n29,create notification of normal service execution,create notification of normal service execution,"{""canonical_label"": ""create notification of normal service execution"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""notification of normal service execution"", ""operation_resolved"": true, ""original_normalized_label"": ""create notification of normal service execution"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.29595595598220825,,,2-1:2120553610:n29,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.07633153349161148,,False,[],,[],,[]
False,0.3614572286605835,2-1,no_declared_conflict_unclassified_operation,0.3536682724952698,False,n3,enter problem report into system t,enter problem report into system t,"{""canonical_label"": ""enter problem report"", ""canonical_operation"": ""enter"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem report"", ""operation_resolved"": true, ""original_normalized_label"": ""enter problem report into system t"", ""original_root"": ""enter"", ""root_lemma"": ""enter"", ""root_pos"": ""VERB""}",True,0.3287779986858368,,,2-1:2120553610:n3,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.3614572286605835,,False,[],,[],,[]
False,0.13588370382785797,2-1,no_declared_conflict_unclassified_operation,0.2036425769329071,False,n33,send actual service performance to customer service,send actual service performance to customer service,"{""canonical_label"": ""send actual service performance"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""actual service performance"", ""operation_resolved"": true, ""original_normalized_label"": ""send actual service performance to customer service"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",True,0.1915884017944336,,,2-1:2120553610:n33,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.2036425769329071,,False,[],,[],,[]
False,0.28420475125312805,2-1,no_declared_conflict_unclassified_operation,0.28420475125312805,False,n34,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",True,0.44597914814949036,,,2-1:2120553610:n34,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.28420475125312805,,False,[],,[],,[]
True,0.47593724727630615,2-1,no_declared_conflict_unclassified_operation,0.47593724727630615,False,n35,create problem resolution report,create problem resolution report,"{""canonical_label"": ""create problem resolution report"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem resolution report"", ""operation_resolved"": true, ""original_normalized_label"": ""create problem resolution report"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.29595595598220825,,,2-1:2120553610:n35,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,True,0.47593724727630615,,False,[],,[],,[]
False,0.16066256165504456,2-1,no_declared_conflict_unclassified_operation,0.16066256165504456,False,n36,request automatic resource restoration,request automatic resource restoration,"{""canonical_label"": ""request automatic resource restoration"", ""canonical_operation"": ""request"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""automatic resource restoration"", ""operation_resolved"": true, ""original_normalized_label"": ""request automatic resource restoration"", ""original_root"": ""request"", ""root_lemma"": ""request"", ""root_pos"": ""VERB""}",True,0.26976925134658813,,,2-1:2120553610:n36,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.16066256165504456,,False,[],,[],,[]
False,0.29524722695350647,2-1,no_declared_conflict_unclassified_operation,0.29524722695350647,False,n37,track errors,track errors,"{""canonical_label"": ""track errors"", ""canonical_operation"": ""track"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""errors"", ""operation_resolved"": true, ""original_normalized_label"": ""track errors"", ""original_root"": ""track"", ""root_lemma"": ""track"", ""root_pos"": ""VERB""}",True,0.3859042823314667,,,2-1:2120553610:n37,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.29524722695350647,,False,[],,[],,[]
False,0.28420475125312805,2-1,no_declared_conflict_unclassified_operation,0.28420475125312805,False,n38,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",True,0.44597914814949036,,,2-1:2120553610:n38,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.28420475125312805,,False,[],,[],,[]
False,0.32503604888916016,2-1,no_declared_conflict_unclassified_operation,0.40513280034065247,False,n39,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",True,0.182578444480896,,,2-1:2120553610:n39,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.40513280034065247,,False,[],,[],,[]
False,0.42298969626426697,2-1,no_declared_conflict_unclassified_operation,0.4238433241844177,False,n4,compare problem report to sla,compare problem report to sla,"{""canonical_label"": ""compare problem report sla"", ""canonical_operation"": ""compare"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""problem report sla"", ""operation_resolved"": true, ""original_normalized_label"": ""compare problem report to sla"", ""original_root"": ""compare"", ""root_lemma"": ""compare"", ""root_pos"": ""VERB""}",True,0.3048308491706848,,,2-1:2120553610:n4,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.4238433241844177,,False,[],,[],,[]
False,0.3501138687133789,2-1,no_declared_conflict_unclassified_operation,0.3501138687133789,False,n5,determine counter measures and priorities,determine counter measures and priorities,"{""canonical_label"": ""determine counter measures and priorities"", ""canonical_operation"": ""determine"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""counter measures and priorities"", ""operation_resolved"": true, ""original_normalized_label"": ""determine counter measures and priorities"", ""original_root"": ""determine"", ""root_lemma"": ""determine"", ""root_pos"": ""VERB""}",True,0.33447909355163574,,,2-1:2120553610:n5,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.3501138687133789,,False,[],,[],,[]
False,0.31324514746665955,2-1,no_declared_conflict_unclassified_operation,0.31324514746665955,False,n6,determine customer significance,determine customer significance,"{""canonical_label"": ""determine customer significance"", ""canonical_operation"": ""determine"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""customer significance"", ""operation_resolved"": true, ""original_normalized_label"": ""determine customer significance"", ""original_root"": ""determine"", ""root_lemma"": ""determine"", ""root_pos"": ""VERB""}",True,0.33447909355163574,,,2-1:2120553610:n6,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.31324514746665955,,False,[],,[],,[]
True,0.46452391147613525,2-1,no_declared_conflict_unclassified_operation,0.6000785231590271,False,n7,create detailed problem report,create detailed problem report,"{""canonical_label"": ""detail problem report"", ""canonical_operation"": ""detail"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""problem report"", ""operation_resolved"": true, ""original_normalized_label"": ""create detailed problem report"", ""original_root"": ""detailed"", ""root_lemma"": ""detail"", ""root_pos"": ""VERB""}",True,0.352148175239563,,,2-1:2120553610:n7,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,True,0.6000785231590271,,False,[],,[],,[]
False,0.21466678380966187,2-1,no_declared_conflict_unclassified_operation,0.1843402087688446,False,n8,send report to service management,send report to service management,"{""canonical_label"": ""send report"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""send report to service management"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",True,0.1915884017944336,,,2-1:2120553610:n8,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.21466678380966187,,False,[],,[],,[]
False,0.2511591911315918,2-1,no_declared_conflict_unclassified_operation,0.2511591911315918,False,n9,prepare final status report,prepare final status report,"{""canonical_label"": ""prepare final status report"", ""canonical_operation"": ""prepare"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""final status report"", ""operation_resolved"": true, ""original_normalized_label"": ""prepare final status report"", ""original_root"": ""prepare"", ""root_lemma"": ""prepare"", ""root_pos"": ""VERB""}",True,0.4942738711833954,,,2-1:2120553610:n9,2120553610,perform problem analysis,perform problem analysis,"{""canonical_label"": ""perform problem analysis"", ""canonical_operation"": ""perform"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem analysis"", ""operation_resolved"": true, ""original_normalized_label"": ""perform problem analysis"", ""original_root"": ""perform"", ""root_lemma"": ""perform"", ""root_pos"": ""VERB""}",,False,0.2511591911315918,,False,[],,[],,[]
